"pop_avg_misseg_rate","pop_avg_death_rate","beta","mu","B(i,beta)","D(i,mu)","maxchrom"
0.790677125071717,0.340146529475459,0.63,0.340146529475459," B(i)==beta"," D(i)==mu"," 4"
0.798982122511791,0.325731952841363,0.64,0.325731952841363," B(i)==beta"," D(i)==mu"," 4"
0.807169346439034,0.311126746695935,0.65,0.311126746695935," B(i)==beta"," D(i)==mu"," 4"
0.815237999156329,0.296322548338194,0.66,0.296322548338194," B(i)==beta"," D(i)==mu"," 4"
0.823187192516181,0.281309618341171,0.67,0.281309618341171," B(i)==beta"," D(i)==mu"," 4"
0.831015946799657,0.26607858890938,0.68,0.26607858890938," B(i)==beta"," D(i)==mu"," 4"
0.838723189183412,0.250617614704843,0.69,0.250617614704843," B(i)==beta"," D(i)==mu"," 4"
0.846307751664557,0.234914666040305,0.7,0.234914666040305," B(i)==beta"," D(i)==mu"," 4"
0.853768368281252,0.21895549256405,0.71,0.21895549256405," B(i)==beta"," D(i)==mu"," 4"
0.861103671428436,0.202724545404677,0.72,0.202724545404677," B(i)==beta"," D(i)==mu"," 4"
0.868312187021713,0.186205011682277,0.73,0.186205011682277," B(i)==beta"," D(i)==mu"," 4"
0.875392328206293,0.169376798638088,0.74,0.169376798638088," B(i)==beta"," D(i)==mu"," 4"
0.882342387239721,0.152218701038606,0.75,0.152218701038606," B(i)==beta"," D(i)==mu"," 4"
0.889160525093928,0.134705962758766,0.76,0.134705962758766," B(i)==beta"," D(i)==mu"," 4"
0.895844758219839,0.116810696855281,0.77,0.116810696855281," B(i)==beta"," D(i)==mu"," 4"
0.902392941790807,0.0985017027526764,0.78,0.0985017027526764," B(i)==beta"," D(i)==mu"," 4"
0.908802748582028,0.079743232045077,0.79,0.079743232045077," B(i)==beta"," D(i)==mu"," 4"
0.915071642440925,0.0604944727832071,0.8,0.0604944727832071," B(i)==beta"," D(i)==mu"," 4"
0.921196845043282,0.040708732533753,0.81,0.040708732533753," B(i)==beta"," D(i)==mu"," 4"
0.927175294289413,0.0203322005753614,0.82,0.0203322005753614," B(i)==beta"," D(i)==mu"," 4"
0.933003592241706,0.000000000100000220614703,0.83,0.000000000100000220614703," B(i)==beta"," D(i)==mu"," 4"
0.0000296924234343623,0.999996040257645,0.00001,0.999996040257645," B(i)==beta"," D(i)==mu"," 8"
0.0000593833715330774,0.999991583609443,0.00002,0.999991583609443," B(i)==beta"," D(i)==mu"," 8"
0.0000668058780535615,0.99999068806827,0.0000225,0.99999068806827," B(i)==beta"," D(i)==mu"," 8"
0.000296857861593441,0.999959282193772,0.0001,0.999959282193772," B(i)==beta"," D(i)==mu"," 8"
0.00296196271491673,0.999589985657523,0.001,0.999589985657523," B(i)==beta"," D(i)==mu"," 8"
0.0059093139163022,0.99917812771155,0.002,0.99917812771155," B(i)==beta"," D(i)==mu"," 8"
0.011760745146878,0.998350982011888,0.004,0.998350982011888," B(i)==beta"," D(i)==mu"," 8"
0.0232943531397211,0.996679760727362,0.008,0.996679760727362," B(i)==beta"," D(i)==mu"," 8"
0.0289786484769842,0.995835355096871,0.01,0.995835355096871," B(i)==beta"," D(i)==mu"," 8"
0.0566147987049322,0.991532862352158,0.02,0.991532862352158," B(i)==beta"," D(i)==mu"," 8"
0.0830253904599401,0.98709472579358,0.03,0.98709472579358," B(i)==beta"," D(i)==mu"," 8"
0.108312539191078,0.982525987169095,0.04,0.982525987169095," B(i)==beta"," D(i)==mu"," 8"
0.132565942440715,0.977828781155978,0.05,0.977828781155978," B(i)==beta"," D(i)==mu"," 8"
0.155864821351344,0.973005813905964,0.06,0.973005813905964," B(i)==beta"," D(i)==mu"," 8"
0.178279499673388,0.968059151892195,0.07,0.968059151892195," B(i)==beta"," D(i)==mu"," 8"
0.199872697645784,0.962992160850166,0.08,0.962992160850166," B(i)==beta"," D(i)==mu"," 8"
0.220700599754951,0.957806256796014,0.09,0.957806256796014," B(i)==beta"," D(i)==mu"," 8"
0.240813741770442,0.952503561358615,0.1,0.952503561358615," B(i)==beta"," D(i)==mu"," 8"
0.260257752277672,0.947084422427368,0.11,0.947084422427368," B(i)==beta"," D(i)==mu"," 8"
0.279073976246972,0.941551436289767,0.12,0.941551436289767," B(i)==beta"," D(i)==mu"," 8"
0.297300002332432,0.935905335692963,0.13,0.935905335692963," B(i)==beta"," D(i)==mu"," 8"
0.314970111109667,0.930147746552681,0.14,0.930147746552681," B(i)==beta"," D(i)==mu"," 8"
0.332115657995781,0.924279425783939,0.15,0.924279425783939," B(i)==beta"," D(i)==mu"," 8"
0.348765401897287,0.918300491812865,0.16,0.918300491812865," B(i)==beta"," D(i)==mu"," 8"
0.364945788518074,0.91221174233752,0.17,0.91221174233752," B(i)==beta"," D(i)==mu"," 8"
0.380681195592961,0.906014504609614,0.18,0.906014504609614," B(i)==beta"," D(i)==mu"," 8"
0.39599414599055,0.899708364187264,0.19,0.899708364187264," B(i)==beta"," D(i)==mu"," 8"
0.410905493574701,0.893293063821614,0.2,0.893293063821614," B(i)==beta"," D(i)==mu"," 8"
0.425434585868551,0.886770307373288,0.21,0.886770307373288," B(i)==beta"," D(i)==mu"," 8"
0.439599406883523,0.880138732476601,0.22,0.880138732476601," B(i)==beta"," D(i)==mu"," 8"
0.453416702923912,0.873398816849724,0.23,0.873398816849724," B(i)==beta"," D(i)==mu"," 8"
0.466902093728438,0.866550621728353,0.24,0.866550621728353," B(i)==beta"," D(i)==mu"," 8"
0.480070170942808,0.859593177673116,0.25,0.859593177673116," B(i)==beta"," D(i)==mu"," 8"
0.492934585615388,0.852526929086091,0.26,0.852526929086091," B(i)==beta"," D(i)==mu"," 8"
0.505508126158557,0.845350569313114,0.27,0.845350569313114," B(i)==beta"," D(i)==mu"," 8"
0.51780278801095,0.838064553604843,0.28,0.838064553604844," B(i)==beta"," D(i)==mu"," 8"
0.529829836062294,0.830666605397379,0.29,0.830666605397379," B(i)==beta"," D(i)==mu"," 8"
0.541599860756444,0.823157308119528,0.3,0.823157308119528," B(i)==beta"," D(i)==mu"," 8"
0.553122828664197,0.815535201841884,0.31,0.815535201841883," B(i)==beta"," D(i)==mu"," 8"
0.564408128211335,0.807799193057879,0.32,0.807799193057879," B(i)==beta"," D(i)==mu"," 8"
0.575464611155785,0.799948269411583,0.33,0.799948269411583," B(i)==beta"," D(i)==mu"," 8"
0.586300630328141,0.791981104432716,0.34,0.791981104432716," B(i)==beta"," D(i)==mu"," 8"
0.59692407407996,0.783897131189069,0.35,0.783897131189069," B(i)==beta"," D(i)==mu"," 8"
0.607342397822678,0.775693545423543,0.36,0.775693545423543," B(i)==beta"," D(i)==mu"," 8"
0.617562652985376,0.76736983230218,0.37,0.76736983230218," B(i)==beta"," D(i)==mu"," 8"
0.627591513671095,0.758924321360445,0.38,0.758924321360445," B(i)==beta"," D(i)==mu"," 8"
0.637435301248228,0.750354933845049,0.39,0.750354933845049," B(i)==beta"," D(i)==mu"," 8"
0.647100007075161,0.741660068175288,0.4,0.741660068175288," B(i)==beta"," D(i)==mu"," 8"
0.656591313522451,0.732836758623797,0.41,0.732836758623797," B(i)==beta"," D(i)==mu"," 8"
0.665914613427037,0.72388465671451,0.42,0.72388465671451," B(i)==beta"," D(i)==mu"," 8"
0.675075028087112,0.714799988679616,0.43,0.714799988679616," B(i)==beta"," D(i)==mu"," 8"
0.684077423883938,0.705581251589899,0.44,0.705581251589899," B(i)==beta"," D(i)==mu"," 8"
0.692926427598011,0.696225497535278,0.45,0.696225497535278," B(i)==beta"," D(i)==mu"," 8"
0.701626440471129,0.686730844203857,0.46,0.686730844203857," B(i)==beta"," D(i)==mu"," 8"
0.71018165105293,0.677094159616498,0.47,0.677094159616498," B(i)==beta"," D(i)==mu"," 8"
0.718596046859982,0.667313122226086,0.48,0.667313122226086," B(i)==beta"," D(i)==mu"," 8"
0.726873424867238,0.657383924137083,0.49,0.657383924137083," B(i)==beta"," D(i)==mu"," 8"
0.735017400845315,0.647304855592634,0.5,0.647304855592634," B(i)==beta"," D(i)==mu"," 8"
0.743031417552353,0.637072403688998,0.51,0.637072403688998," B(i)==beta"," D(i)==mu"," 8"
0.750918751785931,0.626683576565888,0.52,0.626683576565888," B(i)==beta"," D(i)==mu"," 8"
0.758682520298521,0.616134687543038,0.53,0.616134687543038," B(i)==beta"," D(i)==mu"," 8"
0.766325684579214,0.605423378770111,0.54,0.605423378770112," B(i)==beta"," D(i)==mu"," 8"
0.77385105450499,0.594545585417368,0.55,0.594545585417368," B(i)==beta"," D(i)==mu"," 8"
0.781261290866841,0.583497631291803,0.56,0.583497631291803," B(i)==beta"," D(i)==mu"," 8"
0.788558906779886,0.57227707233851,0.57,0.57227707233851," B(i)==beta"," D(i)==mu"," 8"
0.795746267992609,0.560879279274013,0.58,0.560879279274014," B(i)==beta"," D(i)==mu"," 8"
0.802825592118988,0.549301263484003,0.59,0.549301263484003," B(i)==beta"," D(i)==mu"," 8"
0.809798946829127,0.537539089007121,0.6,0.537539089007121," B(i)==beta"," D(i)==mu"," 8"
0.816668247049322,0.525588693570748,0.61,0.525588693570748," B(i)==beta"," D(i)==mu"," 8"
0.823435251241868,0.513445918065405,0.62,0.513445918065405," B(i)==beta"," D(i)==mu"," 8"
0.830101556858233,0.501107175041631,0.63,0.501107175041631," B(i)==beta"," D(i)==mu"," 8"
0.836668595086555,0.488567386703694,0.64,0.488567386703694," B(i)==beta"," D(i)==mu"," 8"
0.843137625045056,0.47582182274388,0.65,0.47582182274388," B(i)==beta"," D(i)==mu"," 8"
0.849509727606027,0.462865796860193,0.66,0.462865796860192," B(i)==beta"," D(i)==mu"," 8"
0.855785799069036,0.449693319903659,0.67,0.449693319903659," B(i)==beta"," D(i)==mu"," 8"
0.86196654493477,0.436298324537798,0.68,0.436298324537798," B(i)==beta"," D(i)==mu"," 8"
0.868052474059989,0.422674088072956,0.69,0.422674088072956," B(i)==beta"," D(i)==mu"," 8"
0.874043893496185,0.408812676244292,0.7,0.408812676244292," B(i)==beta"," D(i)==mu"," 8"
0.879940904326073,0.394705670330504,0.71,0.394705670330504," B(i)==beta"," D(i)==mu"," 8"
0.885743398808944,0.380342774439242,0.72,0.380342774439242," B(i)==beta"," D(i)==mu"," 8"
0.891451059123652,0.365712653935176,0.73,0.365712653935176," B(i)==beta"," D(i)==mu"," 8"
0.897063357951747,0.350801165886703,0.74,0.350801165886703," B(i)==beta"," D(i)==mu"," 8"
0.902579561067641,0.335592906811108,0.75,0.335592906811108," B(i)==beta"," D(i)==mu"," 8"
0.907998731991718,0.320069396730212,0.76,0.320069396730212," B(i)==beta"," D(i)==mu"," 8"
0.913319738608778,0.304208689572424,0.77,0.304208689572424," B(i)==beta"," D(i)==mu"," 8"
0.918541261449549,0.28798485117212,0.78,0.28798485117212," B(i)==beta"," D(i)==mu"," 8"
0.923661803065632,0.271367516919687,0.79,0.271367516919687," B(i)==beta"," D(i)==mu"," 8"
0.92867969758301,0.254320082672536,0.8,0.254320082672536," B(i)==beta"," D(i)==mu"," 8"
0.933593119074907,0.236799351054926,0.81,0.236799351054926," B(i)==beta"," D(i)==mu"," 8"
0.938400086821841,0.21875429480023,0.82,0.21875429480023," B(i)==beta"," D(i)==mu"," 8"
0.943098464782735,0.200122833636599,0.83,0.200122833636599," B(i)==beta"," D(i)==mu"," 8"
0.947685951625067,0.180831112665369,0.84,0.180831112665369," B(i)==beta"," D(i)==mu"," 8"
0.952160056363287,0.160789662710271,0.85,0.160789662710271," B(i)==beta"," D(i)==mu"," 8"
0.956518052895325,0.139890180670799,0.86,0.139890180670799," B(i)==beta"," D(i)==mu"," 8"
0.960756904289191,0.117999775050625,0.87,0.117999775050625," B(i)==beta"," D(i)==mu"," 8"
0.964873144200608,0.0949548676509844,0.88,0.0949548676509844," B(i)==beta"," D(i)==mu"," 8"
0.968862697696361,0.0705511705901104,0.89,0.0705511705901104," B(i)==beta"," D(i)==mu"," 8"
0.972720615956395,0.0445298686794891,0.9,0.0445298686794891," B(i)==beta"," D(i)==mu"," 8"
0.976440686883336,0.016557680239457,0.91,0.016557680239457," B(i)==beta"," D(i)==mu"," 8"
0.0000526136165387376,0.999998194341868,0.00001,0.999998194341868," B(i)==beta"," D(i)==mu","16"
0.000105220725007824,0.999996040257645,0.00002,0.999996040257645," B(i)==beta"," D(i)==mu","16"
0.000118371485413422,0.999995272732544,0.0000225,0.999995272732544," B(i)==beta"," D(i)==mu","16"
0.000525843479975912,0.999978050819765,0.0001,0.999978050819765," B(i)==beta"," D(i)==mu","16"
0.00522938410527026,0.999782595915219,0.001,0.999782595915219," B(i)==beta"," D(i)==mu","16"
0.0103951245631455,0.999564040489358,0.002,0.999564040489358," B(i)==beta"," D(i)==mu","16"
0.0205412572722215,0.99912087821063,0.004,0.99912087821063," B(i)==beta"," D(i)==mu","16"
0.0401287165490873,0.99821255342646,0.008,0.99821255342646," B(i)==beta"," D(i)==mu","16"
0.0495894842120522,0.997747964576548,0.01,0.997747964576548," B(i)==beta"," D(i)==mu","16"
0.0939025800695869,0.995322502183249,0.02,0.995322502183249," B(i)==beta"," D(i)==mu","16"
0.133875438080806,0.992733406337848,0.03,0.992733406337848," B(i)==beta"," D(i)==mu","16"
0.170217212622123,0.989988356332264,0.04,0.989988356332264," B(i)==beta"," D(i)==mu","16"
0.203479127357109,0.987096119484354,0.05,0.987096119484354," B(i)==beta"," D(i)==mu","16"
0.234098774230379,0.984061359494063,0.06,0.984061359494063," B(i)==beta"," D(i)==mu","16"
0.262429677457396,0.980889367071782,0.07,0.980889367071782," B(i)==beta"," D(i)==mu","16"
0.288761691490045,0.977584136766975,0.08,0.977584136766975," B(i)==beta"," D(i)==mu","16"
0.31333547815073,0.974148765889719,0.09,0.974148765889719," B(i)==beta"," D(i)==mu","16"
0.336353033773079,0.970587688375068,0.1,0.970587688375068," B(i)==beta"," D(i)==mu","16"
0.357985506670317,0.966903926244782,0.11,0.966903926244782," B(i)==beta"," D(i)==mu","16"
0.378379110096453,0.963097788805274,0.12,0.963097788805274," B(i)==beta"," D(i)==mu","16"
0.397659667790437,0.95917286200921,0.13,0.95917286200921," B(i)==beta"," D(i)==mu","16"
0.415936159071791,0.955131123941389,0.14,0.955131123941389," B(i)==beta"," D(i)==mu","16"
0.433303519607695,0.950972930774356,0.15,0.950972930774356," B(i)==beta"," D(i)==mu","16"
0.449844880020982,0.946700793977188,0.16,0.946700793977188," B(i)==beta"," D(i)==mu","16"
0.465633374120708,0.942316188357066,0.17,0.942316188357066," B(i)==beta"," D(i)==mu","16"
0.480733613548722,0.93781810973656,0.18,0.93781810973656," B(i)==beta"," D(i)==mu","16"
0.495202900924506,0.933209189848397,0.19,0.933209189848397," B(i)==beta"," D(i)==mu","16"
0.509092235849294,0.92848886694049,0.2,0.92848886694049," B(i)==beta"," D(i)==mu","16"
0.522447155244914,0.923658385432178,0.21,0.923658385432178," B(i)==beta"," D(i)==mu","16"
0.535308440014262,0.918717729763423,0.22,0.918717729763423," B(i)==beta"," D(i)==mu","16"
0.547712712941535,0.913667441658589,0.23,0.913667441658589," B(i)==beta"," D(i)==mu","16"
0.55969294742688,0.90850717166747,0.24,0.90850717166747," B(i)==beta"," D(i)==mu","16"
0.571278902600215,0.903236961348996,0.25,0.903236961348996," B(i)==beta"," D(i)==mu","16"
0.582497497248507,0.897856823441284,0.26,0.897856823441284," B(i)==beta"," D(i)==mu","16"
0.593373132580095,0.892366470893104,0.27,0.892366470893104," B(i)==beta"," D(i)==mu","16"
0.60392797196523,0.886764707342503,0.28,0.886764707342502," B(i)==beta"," D(i)==mu","16"
0.614182184306647,0.881052275006871,0.29,0.881052275006871," B(i)==beta"," D(i)==mu","16"
0.624154156513598,0.875228162496446,0.3,0.875228162496445," B(i)==beta"," D(i)==mu","16"
0.633860679607259,0.869291644299573,0.31,0.869291644299573," B(i)==beta"," D(i)==mu","16"
0.643317112221846,0.863241551325574,0.32,0.863241551325574," B(i)==beta"," D(i)==mu","16"
0.65253752464439,0.857077427212068,0.33,0.857077427212068," B(i)==beta"," D(i)==mu","16"
0.661534826026686,0.850798180185,0.34,0.850798180185," B(i)==beta"," D(i)==mu","16"
0.670320876982797,0.844402465754876,0.35,0.844402465754876," B(i)==beta"," D(i)==mu","16"
0.678906589437629,0.837889207770386,0.36,0.837889207770386," B(i)==beta"," D(i)==mu","16"
0.687302015303834,0.831257162254096,0.37,0.831257162254096," B(i)==beta"," D(i)==mu","16"
0.695516425326403,0.824504629847892,0.38,0.824504629847892," B(i)==beta"," D(i)==mu","16"
0.703558379239694,0.817630451254407,0.39,0.817630451254407," B(i)==beta"," D(i)==mu","16"
0.711435788224965,0.810631442845759,0.4,0.810631442845759," B(i)==beta"," D(i)==mu","16"
0.719155970533097,0.803507576834146,0.41,0.803507576834146," B(i)==beta"," D(i)==mu","16"
0.726725701042824,0.796256235484564,0.42,0.796256235484564," B(i)==beta"," D(i)==mu","16"
0.734151255454895,0.788875419786609,0.43,0.788875419786609," B(i)==beta"," D(i)==mu","16"
0.741438449772235,0.781362163617007,0.44,0.781362163617007," B(i)==beta"," D(i)==mu","16"
0.748592675679989,0.773714923271345,0.45,0.773714923271345," B(i)==beta"," D(i)==mu","16"
0.755618932411308,0.765930641433236,0.46,0.765930641433236," B(i)==beta"," D(i)==mu","16"
0.762521855659099,0.758006523310906,0.47,0.758006523310906," B(i)==beta"," D(i)==mu","16"
0.769305744064834,0.749939439034112,0.48,0.749939439034112," B(i)==beta"," D(i)==mu","16"
0.775974583778024,0.741726121795604,0.49,0.741726121795604," B(i)==beta"," D(i)==mu","16"
0.782532071530158,0.733363765816771,0.5,0.733363765816771," B(i)==beta"," D(i)==mu","16"
0.788981636602547,0.724848235332823,0.51,0.724848235332823," B(i)==beta"," D(i)==mu","16"
0.795326461987829,0.716175431160544,0.52,0.716175431160544," B(i)==beta"," D(i)==mu","16"
0.801569504951288,0.707341164520131,0.53,0.707341164520131," B(i)==beta"," D(i)==mu","16"
0.807713517093534,0.698340897629196,0.54,0.698340897629196," B(i)==beta"," D(i)==mu","16"
0.813761063905268,0.689169658562153,0.55,0.689169658562153," B(i)==beta"," D(i)==mu","16"
0.819714543693879,0.679822948627158,0.56,0.679822948627158," B(i)==beta"," D(i)==mu","16"
0.825576205657527,0.670294595080006,0.57,0.670294595080006," B(i)==beta"," D(i)==mu","16"
0.831348166792731,0.660578721481017,0.58,0.660578721481017," B(i)==beta"," D(i)==mu","16"
0.837032427253513,0.650670057325651,0.59,0.650670057325651," B(i)==beta"," D(i)==mu","16"
0.842630883740495,0.640561660734908,0.6,0.640561660734908," B(i)==beta"," D(i)==mu","16"
0.848145340491574,0.630247353551913,0.61,0.630247353551913," B(i)==beta"," D(i)==mu","16"
0.853577517474595,0.619721124013664,0.62,0.619721124013664," B(i)==beta"," D(i)==mu","16"
0.85892905544604,0.608974894081815,0.63,0.608974894081815," B(i)==beta"," D(i)==mu","16"
0.864201517634555,0.598002524271449,0.64,0.598002524271449," B(i)==beta"," D(i)==mu","16"
0.86939638792708,0.586797140675173,0.65,0.586797140675173," B(i)==beta"," D(i)==mu","16"
0.874515065568705,0.575351182094691,0.66,0.575351182094691," B(i)==beta"," D(i)==mu","16"
0.879558856524014,0.563657925793383,0.67,0.563657925793383," B(i)==beta"," D(i)==mu","16"
0.884528961775895,0.551710512744451,0.68,0.551710512744451," B(i)==beta"," D(i)==mu","16"
0.889426462947862,0.539501301881293,0.69,0.539501301881293," B(i)==beta"," D(i)==mu","16"
0.894252305721053,0.527023579192226,0.7,0.527023579192226," B(i)==beta"," D(i)==mu","16"
0.899007281575511,0.514269661066011,0.71,0.514269661066011," B(i)==beta"," D(i)==mu","16"
0.903692008420809,0.501232230297883,0.72,0.501232230297883," B(i)==beta"," D(i)==mu","16"
0.908306910702917,0.487904316717754,0.73,0.487904316717754," B(i)==beta"," D(i)==mu","16"
0.912852199596167,0.474275993997035,0.74,0.474275993997035," B(i)==beta"," D(i)==mu","16"
0.917327853926868,0.460339058900951,0.75,0.460339058900951," B(i)==beta"," D(i)==mu","16"
0.921733602543273,0.446082108253504,0.76,0.446082108253504," B(i)==beta"," D(i)==mu","16"
0.926068908954591,0.431493098729546,0.77,0.431493098729546," B(i)==beta"," D(i)==mu","16"
0.930332959210229,0.41655664303975,0.78,0.41655664303975," B(i)==beta"," D(i)==mu","16"
0.934524654168073,0.401255087718116,0.79,0.401255087718116," B(i)==beta"," D(i)==mu","16"
0.93864260748157,0.385565112667763,0.8,0.385565112667763," B(i)==beta"," D(i)==mu","16"
